K11,K12,K13,K14,K15,K16,K21,K22,K23,K24,K25,K26,K31,K32,K33,K34,K35,K36,K41,K42,K43,K44,K45,K46,K51,K52,K53,K54,K55,K56,K61,K62,K63,K64,K65,K66,F1,F2,F3,F4,F5,F6
93.19238733332008,12.853625261611159,12.59325302411094,9.683192179166072,66.12846521901226,42.44222177824757,77.65782019804249,67.45190991755067,34.030138074495575,89.93828818879204,76.49068255999458,27.782959150107395,37.05500975943335,32.12955804022202,16.603553213874967,15.630553881676974,93.67661887419867,44.35249968267657,38.948662454963575,73.23888515906042,55.74631346003709,93.67785869700776,78.24984789702982,48.45758684832949,38.25958787460179,98.67652294750788,72.0582633643607,95.16827134038027,12.729379144487094,85.20283423988748,64.07031451512955,13.070246155176145,59.23754199695285,68.92354014543943,2.217965902971681,45.977478222332905,780.7078224100862,1223.556374712416,948.1450934752629,1409.371568516353,1407.324410385981,830.5722922469539
82.7145516084358,30.240543509064896,46.39626009805656,44.789098579721426,30.890811752806666,91.92574765603987,78.34810950772007,11.94825268861494,99.70643112591974,88.04080240646678,29.106935348539857,83.85276138643289,11.535533655266903,99.91136831694962,66.90278887454716,65.3623765403209,9.953631971429141,89.8063064907659,3.870950817242473,24.841977746073557,15.159165641496866,77.90002612852963,20.62221849407689,91.15318448595764,65.97063489342152,4.5801083389749255,1.5375535787413457,6.114133784425493,60.98659258712504,80.34669927508212,24.616729242111457,85.09147544938422,6.665962075172779,80.29542151052594,92.85174758705575,77.43873151133367,1167.5493579398935,1402.1783629498727,1262.1221418758323,1060.662707134129,891.2132060314152,1464.8703794117828
70.11395761388508,83.96004164688293,4.974978655159576,20.976428961186482,13.367444251258664,50.948568029105665,74.7736247045556,63.37117261306347,85.26197887643157,16.366086251667998,73.72748810158099,20.111107596021505,27.805116380462223,71.28056503084909,98.0402737049695,61.542816991729886,6.395531184138264,62.01458802282575,5.192704606436543,88.5304254253149,71.24825022496145,18.13965679582782,10.08037957659561,19.16978965915158,98.02269077586506,46.39750360339049,78.62401388579939,64.00442586866991,57.6689018459051,15.36789521183992,94.65642090225141,30.832920618957075,58.22370436494668,70.27781851431754,65.27408236928558,94.11884655985632,709.3933221488029,1012.0703376506832,1114.7235195816343,633.9775691531495,1063.2593236152888,1503.1881404978417
15.695460002085742,51.32692110624726,40.99940468333583,47.94270421877919,12.802535093576717,14.275366377403769,28.52947903234448,31.1657557723223,43.36241815445365,61.4877671566262,63.82828262440804,41.76927876197146,41.46952783344101,22.545224142999235,59.24231859249181,32.38705022040655,4.569923593459007,42.42160437152918,47.939134833926865,23.333693952216887,57.67333537908945,57.01141814276017,70.49821592992677,65.1468997379198,65.59087259558213,32.305201030580264,78.95578997660944,55.365293976368264,43.71040132280912,62.97523561316466,36.70507611057517,51.761185216069066,73.93386315973981,88.75388578564706,92.18466253222397,50.85965959312682,582.7832068720107,1036.6563993607238,671.2143769750112,1239.0446795238222,1184.9332407850775,1483.1258493844016
52.50723635931634,80.18717066561982,32.13061848267593,83.90085387216179,49.92002300522492,12.46981570919157,8.133855560221427,84.35732789290685,6.501223773780913,28.780532177231937,34.078874009653035,18.126450073967785,32.07544361039693,74.52656410578348,2.453601512447006,82.89016902754796,85.79825433388126,37.85389574596327,16.207677007002843,60.483200386563006,12.84758303062454,37.127016746746996,95.88448890919626,99.55098278578008,77.43838424410397,31.785189482155854,69.07883986744315,70.83523018291726,39.396327821201325,64.44797482402979,2.062036852591948,21.696708201621906,52.983741993758855,17.21137912157129,17.42477991977683,83.79412476447355,969.2958579085049,590.6273818683775,1176.1646986146825,1400.9532351196524,1215.2556915925995,863.1408439091229
98.92416726567694,56.04097337481639,84.06790335728964,99.04184476830098,15.017992968308695,45.376315712180755,39.86469886835007,8.924879080972318,75.7776871066797,43.94412370493671,47.46336648484973,15.916624407510778,18.911738570855945,90.80325859346529,5.4202598084536096,24.052376209426917,29.913873701138307,49.52955669775706,59.058072128464794,49.835707609215994,9.32741812113132,25.12307795151564,84.51525009149158,64.12128134736744,65.26575596329316,67.35012227978415,76.52739888491338,6.752739690423287,37.29423010832863,54.41321609090619,34.507191846435276,84.60340845543146,48.7746783501421,77.09413135647854,85.34953617123574,50.974356807446306,1206.7250622750105,793.6405920393939,759.7352487130888,1094.5079920580158,969.5096030263751,1391.0083909344953
91.04567214326364,59.12527011316108,85.17715558453845,34.718488763560906,50.382878894617036,53.60969305945319,11.392991873710987,40.45669816345252,91.81642958261594,63.452391796109495,18.573151661259782,34.546707925350894,19.968697956607283,3.4574900480586814,92.81858539189864,45.372525497430274,31.44597216965783,60.249241964215926,1.724131173008548,28.52418855348057,70.60031310419036,63.74320753385703,98.19878880671101,62.41541325614636,48.27308148914555,76.38182375521676,90.42945932444125,72.34889872511681,96.35791113138858,78.41851190307955,86.81334238793072,12.296303047180082,73.50893679638499,44.568781253209494,55.75727643871625,65.75613853875332,1177.274187007249,921.7112499913062,1005.5548488517264,1391.0327012984021,1714.0213289487901,1183.531097310385
97.01169655385137,98.47323006173083,29.53459630330262,73.6415962463537,75.2483702555916,35.30279326999183,13.26310771155788,5.0537490682862565,77.95696962538868,49.48027443987368,98.5684767799977,47.03237216317165,97.81378092831018,41.746024217211925,79.57453290543728,9.397107958871374,55.990709303638624,80.4039189115867,92.54546505476898,82.43572597112573,4.660101992916248,37.89753178936668,5.821148759071276,11.818946820341242,67.85525723808092,71.61256143485812,77.598347592411,86.68019825751063,74.20371537917448,80.28628761855657,5.847407272504645,24.21897989368856,62.56787956414933,85.9544051578575,1.445512369026253,51.94830486951863,1265.1869414705448,1230.1992293628095,1219.9949199022446,523.0067748506398,1643.3325185222845,904.7240174460028
68.05145253707532,3.9311216237327082,40.734200197785405,89.66785325698599,67.48966807673001,24.528177972699133,85.42533183355935,35.455110917541916,85.48112244326188,30.595421460771647,59.44170483743175,40.297066707035576,28.207680024751635,88.76919865501505,19.571774512009643,9.396347532340547,34.850766916020376,72.04627561651519,80.93572899165189,99.87559363660972,30.339843644105326,41.38625316199693,14.545306524933004,57.912321032680325,99.7604236890288,70.3872200019452,59.9260712009238,39.84454019925761,91.61457726826993,50.194743016904596,14.302324417993088,37.17246785671421,7.6495002159289225,20.995924731189376,2.749209318991308,45.87471173351618,1041.4051176256858,1074.1515312708875,908.5782792793659,957.451918665922,1338.932582535498,484.57377670001944
63.819486230227916,34.98595377551187,42.61779537902243,95.96171801161302,75.44434903591663,54.54480705755017,29.1695466360707,89.80268307852653,24.27461457118529,33.20893032115103,90.9974166278719,53.42466347322216,74.48947699237969,59.48373462221285,65.69048169194002,30.63894585996773,24.89583410103963,32.92674236969786,16.388714844258825,87.55712216378993,29.041446391761294,56.58745004702408,79.40546808899603,78.59858682819564,44.400239599835096,48.14947355008584,99.47547314456746,67.78515022092338,81.64920586867039,90.35284295270397,78.97139378670458,19.33275515040319,56.65490264001965,11.087521574139943,65.63929052983585,95.57959339059329,1349.982239489655,1189.9695417699763,835.1237994758817,1373.5959599493729,1660.6292940769786,1233.6257112968688
51.76047436571102,43.86427679390895,4.548432390398155,96.0176777105928,11.19726572888572,5.066830237179847,25.36059453898891,7.48751295791986,46.05666639876447,52.09269232445413,31.94442495382981,6.0450877749137195,12.048436456673443,39.06593342100288,6.992316631827077,70.12078283538143,21.495033610956387,30.905085309580212,40.01845194063165,42.244353673845644,1.1644100598052527,12.094966728871057,86.41369181034693,1.1220731886789053,51.30856822547463,49.4606986442136,33.97632194005315,43.701374994498515,78.27753261513185,84.27916691528068,26.774505798109754,32.92655365580525,25.00580244980494,48.50647665455545,68.64257740822248,23.597034670878635,623.5923460346022,582.8690403675699,684.5460644479494,615.181154567031,1324.0270958793985,846.466022143741
33.7428384634318,93.1080771413259,5.80835969484885,46.61619091871706,71.44424611808101,15.894947144189933,5.690027980542704,14.682331792214544,91.9634961595376,1.9167184002912179,19.64387550632383,4.097067777262811,11.952317288658124,62.39477937620133,24.922251965169494,57.351992992637,59.42934289384649,85.09409797588812,1.4693978982755183,85.4835764748943,62.29278955627043,17.111605124390803,77.52080142539312,85.69366263726799,26.172084891661573,91.9605744093654,45.99128559956712,60.73902097899882,98.48030382814672,36.79207178528073,81.50277523619117,32.521512665017504,80.12213870190762,60.47265796740161,22.419213827314742,41.9885832851344,876.439748961043,441.4138378399455,1248.6279062316785,1329.5273229650122,1304.1771242775071,992.8304173889355
32.44592780199261,8.732730914956024,3.953642239870051,35.30138688531091,2.8843806339311713,17.383288000595726,72.79314876423601,71.1010323326752,74.11945825928089,32.39816394186789,89.11192625465185,59.78922425481631,13.476607832916025,15.22814748409788,69.61644726604045,18.121449707765727,51.22197745662229,99.18567311694235,1.3967528686006103,2.6414003878581354,99.31537361112015,58.879244579282386,13.564087576332799,89.83291777565528,88.15764971264153,54.083840898026146,62.557410956214895,28.045531958586757,6.00144994082851,59.86219328019557,30.180764127073537,66.69848361937484,83.78827250741752,2.7978938475220416,59.975663693887014,23.896773428998372,321.6994950659887,1371.2412207770578,1176.4919694150617,1146.9605973304026,885.3601015970015,869.3930833215893
87.51496129247634,26.11278614962102,61.46624319030641,55.800543168871535,40.220483505865644,68.08445559637961,72.85119383682796,57.1268417366193,76.08380148129065,98.35829052330082,42.507966402179704,51.94372213666756,2.2345179161801103,79.80682707472747,52.50277663755339,41.388181605695955,10.313124345850184,89.07598574586433,40.105716764015085,68.57557822271282,15.788041480446926,96.19341332456221,18.66573442036126,20.754657297049548,86.03930319521366,91.34569167005118,22.00259334480684,47.510287929307964,73.61599555172016,87.95820764726936,38.52621680869321,52.18492919809349,74.42992464145375,73.38246168862675,78.5130528725824,57.42344804551111,1156.9505869457298,1332.9916086780458,1070.9307646055158,827.251266833134,1420.6088419291852,1396.8216485197272
11.356894583672746,90.49335579692597,86.69168139278179,80.01164614601497,10.886385238912219,21.23533934106149,74.61643614565754,3.290869363612697,97.94323873702068,38.33732335521239,72.21194083539153,88.86953776031629,40.068358926858146,32.59411637136694,61.26537176092643,58.51794800105702,41.50485778485492,60.57570083090314,93.60275558708298,47.29638540603305,20.4774758943125,38.34339230541738,40.01659127671874,13.979760609595766,17.124278554900936,68.77164526597404,34.608297666681366,95.53494079372496,25.116077790502136,10.793526005377409,75.59695173702553,88.22256913986914,28.533222330277297,21.00672206290232,19.390847352237632,52.67921783528472,954.3091971808599,1422.6541152436498,1094.1029928662929,686.9630433449245,830.973770246568,834.6981890321015
47.373247483430326,26.68454414559889,5.472138581953212,48.66764269230179,95.97390241592522,65.59940087451366,50.05514910623322,11.958515328931995,25.99119276440914,30.18262100787973,76.7155517081162,87.79436892919732,90.26254350307741,98.47229221682466,98.25430162734871,95.34691414403017,8.110391909785553,14.641560056852713,31.142186121127256,55.73692715238168,10.60081098184245,84.7338988224121,62.058861728653596,54.69407582791829,17.365821013361824,26.072291965619538,16.87089047324355,85.34138262168506,58.8385581460606,73.77781332444371,30.307253428092547,37.75401107173944,41.080641478226845,76.24148220265945,77.46294577978223,21.47453922388914,1185.295239616403,1183.0202142046082,1091.7590092849375,1151.812832271844,1198.348277528037,1050.1850930591359
94.2123468170718,12.944878406924953,89.71608615993941,10.93916891933112,27.189441303979798,84.80137507072774,18.769715162262656,41.943225199687014,45.53607069446849,25.280638329297755,71.31427493226266,85.28213029081817,87.5829388457016,34.59289242791953,53.55418903449363,25.592233982699497,25.2348536534644,16.964152222340488,94.06188206994396,88.91089403195241,77.95851261944154,52.248490607485174,49.57018363567531,53.444820952067296,54.12023334413184,44.02174538507134,14.043728456314678,13.440721433985063,95.27272186872264,48.7210451990487,95.3673469656137,17.194110893300888,55.887238651953425,21.564008081802385,26.06527600653355,3.9754032973566997,1077.7624947323297,1208.6510873684556,647.7594083371845,1283.2730143128945,1006.7476757570643,537.8521168520932
12.77637776328092,91.76799235529037,32.831766156750845,61.20479197954457,47.036399066938024,40.64467327928255,53.65672304326075,19.53665551691881,98.87178595343808,82.01247900168244,74.41984864042001,47.4071704043813,16.13483509050726,92.14591996908321,34.79731967079103,5.960562279996443,34.89796400425224,79.65124601909255,62.64816575383261,75.33301988974111,79.56990300237537,21.983506496973718,92.45454829322485,44.36097068911689,64.2623512771523,1.2285684860874584,99.34348134270662,28.808742210451356,7.144247547475368,46.36794211211488,13.773975661022133,16.080344305599994,63.595998489990805,39.899811765453094,92.26339256534452,32.59649296619894,1018.6768638726778,1373.9375735725303,981.0581792968491,1268.3965061291613,793.9137915293186,1053.217827427923
72.89183271000621,46.648843585335854,66.3351788117986,60.36984031488305,47.805613303140824,95.05604836781927,34.92865063274063,18.546314623677983,68.131312027103,84.75474856948297,4.985120254052452,45.513636153845376,89.3562812790453,75.21224327336388,99.1889639332652,53.609967348127135,66.33957616131397,30.945547832654885,94.80602436693324,37.26721336709709,74.11256055597623,40.91088020778911,56.62007407623693,72.25847096713308,51.38448102338407,90.80154636404134,42.51079780485321,65.06010801618919,34.893880896705355,41.407510154870295,44.564960715121686,13.454894812916239,10.080644226841663,67.08150239152903,65.89625609596217,66.62806170679943,1416.0387742982257,913.441628432672,1269.1586968205766,1271.9728497841957,1043.6748646435317,1099.2923433082028
2.9568780889264756,33.32813742450621,20.583174878660497,78.03699083185722,86.20240973821689,25.421357345388586,67.11706672595065,13.80691754236917,28.24010003456962,14.726795127108533,29.06855589332369,67.79891818757851,91.12236410834,21.049718384494412,54.6658244601212,70.4377190230998,95.339324380071,61.39598780583021,26.25558617171069,62.92233753447969,32.7286250061236,97.63671067847906,40.56793738120005,68.8573443553404,3.2995306523290893,40.60608316734078,87.63565371892865,61.412516998891334,44.95034575320166,93.65781244413687,85.54445323857568,32.89935170847089,54.910291802092615,49.49260135315381,63.58804751137137,34.0770154289168,1027.0508336647652,790.4946710149216,1424.042699085428,1256.8167320109997,1379.7673295701916,1036.4467676047682
25.176295075822935,91.35451169029807,92.46357545035212,84.48896569043592,97.84223864569157,74.75416105218916,76.70205562763796,76.49641910430142,48.58015546328834,46.1887672569129,24.782401338751313,64.83710024156976,29.642693474131118,26.523032560533085,59.01017603550942,41.58825643427927,22.66680427066859,81.78954565853029,86.19642201014322,17.602252448100316,1.743196247199987,34.276866884407994,79.9535727323945,84.07821275719812,14.694577941488873,77.65925421712207,12.454712563633516,39.61619642549639,99.86234198617967,20.06649149986007,16.242394675185018,42.85723292213255,62.34718407101628,93.35717745891208,98.10129340777038,7.894423022548069,1760.968067110812,1073.1250373969324,1030.1436077433673,1167.975123390737,985.552668698678,1200.3001277422877
14.661754217442628,79.28305941570339,27.792583074815184,88.6000568911297,66.68187246567959,12.07263543568704,83.4203992074767,18.45928162079951,42.92604407328572,55.666307927373666,50.57584875894755,68.93012864589988,65.61598675205627,99.21215854727744,99.94276901319459,52.12948086092845,10.424709609125534,73.05648659790312,97.68974374344234,32.51431237527301,46.659679697919806,43.052915556730134,6.090496301136007,67.55417869112104,35.98043181177831,78.95892358851873,83.37988745291662,82.3018478731867,42.24993380594813,32.833022541849054,75.13325718703842,80.33755395042958,49.63448719274525,89.410070934094,15.246960911777268,88.02780918623705,1016.851024780334,1138.2423420485648,1262.849001962955,910.6866234670747,1181.4931371211474,1346.753770078818
10.513428064216246,16.199026683406775,53.850161314122076,7.684329538554087,6.2279030386109255,1.0513556724048465,44.19534930973205,77.68776424793076,4.4489966777116505,65.57350304011969,82.48960442420247,17.63208400920924,15.53950974731902,86.21929638843308,82.48933638505937,54.3552348601545,82.10078805010404,10.182851665024982,40.05367027593669,74.04195805453091,26.487743973072373,75.48056252892172,50.91368183469057,75.27633280687508,47.003284147875625,37.422529681959944,22.6997324313846,21.629554802066487,75.3975902465682,12.77212445536209,9.512252660983567,18.452845137190888,18.359304633938265,82.48765465788307,40.45215572394703,99.04845727868776,272.64693275509603,993.4524061754751,1124.4681013606514,1275.7494744346059,730.0864579792287,1227.997997760574
14.583914521270627,65.70044274367069,45.42422121292381,39.89889949301032,87.63333570635415,97.58396893701156,87.4130369186437,20.03776722447817,22.85899419968447,65.95131403041127,29.619274582180978,73.73778794727741,57.075644430154824,55.53996808054989,83.02614555903979,71.3427444025251,3.631198734731878,5.896454577455553,60.55428679314555,49.133015486605274,26.75828087895615,42.446952644165364,76.03312155455319,82.83453698113507,56.56108372111437,39.15157860485319,27.798979388015596,52.66992860615609,32.16021223787372,56.84541856767507,67.98858586845412,7.541841881020089,1.1056790372519765,22.01543674523355,89.55663827415933,64.98278555962736,1465.5235537732647,1050.393910682868,756.139716016867,1286.0558006394624,930.8144661149109,1012.1309584517453
18.024074841765263,89.13613222053826,47.52563808844666,48.133083911187406,93.61865244042285,6.889182526150662,22.302649188243134,58.99136119031752,20.353164448618404,68.27317391168683,22.1951366443353,10.81654008928262,21.491530804443133,42.850669392934165,18.43769161813491,14.334510467411384,86.16790673567515,32.71932315613348,36.71510996530711,6.471770540621536,36.37959272670336,27.215910554836388,61.43802166683707,21.33363946956826,88.94817985322122,93.03699547103595,10.883274660502229,11.632892672569143,12.41731737298781,62.33735637472089,13.074927456752667,85.38584947509636,75.67287997885136,82.16107696556438,53.07999216171607,99.67104394039619,1040.8339465519496,650.312484318853,846.9994589295383,702.8530165976007,790.3142905803408,1602.9357986567143
5.373335191471966,40.72523145442522,33.06973022482598,94.91590437255147,58.10923489126169,80.8129055790278,17.863778172193367,97.88478024614345,50.3653151407552,49.87353555079393,97.11758812602804,38.69250376049736,40.3549774309443,58.890517577688726,13.677208444230907,32.787477014773636,20.127623922067922,11.225064431597911,86.748316026771,59.34378544662013,36.50860636126321,41.45826835930457,43.720381365048105,63.68176903232623,92.75016975741033,93.34518234604127,39.75770597353568,33.596983500179185,45.65360351834025,57.225488812420764,46.71997323352508,66.2165875718534,55.885503314596605,32.75083912271353,35.22734977050063,38.48068596841336,1341.1202141954814,1281.966389483046,498.3060521780361,1081.487300460217,1104.7225368370425,884.833879474859
10.36933705668948,17.44020060898334,72.58826641239322,39.52057444068592,22.239358283454223,56.70456864691087,75.7984147048693,26.48481387219177,82.8521983104507,92.82298110287991,60.14205837831023,67.22581824016638,6.205023041982482,94.60646921116874,39.85598869222944,92.46613965399756,58.31877495027401,1.4572610854894332,4.815657933020136,68.36146176132227,56.70413336936138,3.62671128340136,74.60253616101615,85.36238836984899,50.14533076149152,47.10998659536824,1.5418377746281209,78.87832153686632,33.740890607864436,87.99759835847142,37.93299816824725,56.94271315243985,27.763837031733424,16.89824294590695,77.71588243475146,50.16245740578188,872.5210385733158,1452.681763124674,985.1879274213052,1211.344837721529,1161.1941466137284,992.2570639604036
54.11230445147282,96.5761793946918,96.39441130999322,85.70857004853795,19.573319983738322,59.83299673585641,87.9365950408982,38.071929708444834,11.009510427622912,81.28532732175226,48.69459158485499,56.87487535555868,98.2322853354666,61.11393161891314,43.07295918094404,37.628452416872584,42.344309972750516,12.721509234688208,79.6803052833396,83.93396896051706,29.15531632276748,31.075865222584465,87.5590913771465,3.3730651972675902,52.52528693295554,46.9038957534686,69.32255018826751,17.175778314795995,67.16474333872023,38.296666779612764,62.25276303879456,4.969405977404817,46.71099252126643,52.70283850425484,22.218313882643674,14.82274176373295,1336.146757698818,1106.9725050852926,788.2434410554971,917.351501132352,988.607559635157,623.1639265700389
19.658955998217838,35.06996672827145,10.584204781192174,94.78465977723084,41.09441208808591,81.08799064816814,97.46729518777582,8.992792720271172,65.51527732556441,87.26949958738018,63.7892089627061,43.473586014383855,43.67655940615589,4.553989714728532,53.92547437763825,99.3607566818979,95.91204507122147,4.999523655374155,70.87390335931933,30.87472180299615,90.39592618720754,5.466359825218575,93.65153609909697,83.91009863498991,12.63293384300755,6.92260939441262,83.63605876836665,16.420009426483357,53.95491714461118,91.65874092999225,57.17736324138301,40.32609684580959,45.05658943054523,7.248599899683231,96.90647981479829,31.754764323027196,1192.690147236699,1240.864271854366,1121.5613559844717,1397.3948371332328,1162.7933979458755,977.0547098355255
19.746985675612528,29.318682882199134,96.4729462942564,10.334319295312694,86.86300100961695,71.07654554574333,83.17189873674378,97.61385649642173,84.37331089617031,94.39485277650743,13.566590422301058,79.78306795153003,55.021893714023726,54.806063912906204,89.99323605573085,97.20857804602441,70.77899398127491,48.81090055770661,46.18398193228269,39.247804265095,36.7983039276936,39.75917732675871,9.885570289868332,8.666172440783384,78.20711454335886,45.161216399102386,93.13776436591743,61.60987985080129,4.482422236257555,16.59481079043047,21.37615950828775,97.5978664145764,22.65171838901185,52.05981195251708,93.68151623237941,97.74208026152138,1269.9147458265757,1455.6303153448134,1470.2084151437407,495.5360976466303,816.3633357663916,1547.6263580455698
